Age,OTU_3_Median,OTU_3_LowerQuantile,OTU_3_UpperQuantile,OTU_16_Median,OTU_16_LowerQuantile,OTU_16_UpperQuantile,hzo_Median,hzo_LowerQuantile,hzo_UpperQuantile
32936,94.8749419598908,1.0,796.624125093794,1.0,1.0,1.0,2505.4329818682468,2367.7562753402726,2644.193756951559
32986,123.81274128646513,1.0,1006.0615157479773,1.0,1.0,1.0,2505.416133900523,2367.747744268259,2644.168526600758
33036,96.65152074218729,1.0,999.0988374940081,1.0,1.0,1.0,2505.3992417359327,2367.741414200207,2644.1409891735143
33086,90.25350322467858,1.0,976.6381030992966,1.0,1.0,1.0,2505.382466137217,2367.729279151592,2644.1195364849336
33136,102.69065105224217,1.0,1088.4770663454997,1.0,1.0,1.0,2505.365676077533,2366.6340232212738,2644.0973289337917
33186,101.12023645280712,1.0,1088.2144395702815,1.0,1.0,1.0,2505.348831584517,2367.709160146769,2644.0722799627197
33236,84.82228236061594,1.0,1104.0090814252053,1.0,1.0,1.0,2505.3321014771636,2366.611001031078,2644.053201923249
33286,114.15308696563721,1.0,1175.4268128305694,1.0,1.0,1.0,2505.3150606321556,2366.612217886099,2642.9342874192585
33336,77.17699551338964,1.0,1207.677411786711,1.0,1.0,1.0,2505.2982449511755,2367.685694893218,2642.9107950091325
33386,99.54749662973428,1.0,1083.6933532258422,1.0,1.0,1.0,2504.197939660782,2366.5902710430632,2641.8056082785015
33436,87.11469926044268,1.0,1141.6807043222575,1.0,1.0,1.0,2504.181304723294,2365.485903214234,2642.8767062323536
33486,83.77188675609143,1.0,1094.2077740705936,1.0,1.0,1.0,2504.164422669511,2366.569326430611,2641.7595189084113
33536,105.4203991332635,1.0,1094.0294152830152,1.0,1.0,1.0,2504.1476217826403,2366.5624008577242,2641.732842707556
33586,74.53752881822453,1.0,1019.5911083550964,1.0,1.0,1.0,2505.0427154913164,2366.8477029977485,2643.2377279848843
33636,79.58856468373742,1.0,1054.1572661150649,1.0,1.0,1.0,2505.1975273451517,2366.532753943124,2642.778982204976
33686,98.43227977088543,1.0,1048.334319437656,1.0,1.0,1.0,2505.1806419999657,2366.5261647070615,2641.6686430851687
33736,85.05259166082637,1.0,1088.3440893596573,1.0,1.0,1.0,2504.0805738274075,2366.5216806812005,2641.6394669736146
33786,103.27236729291543,1.0,1057.5761454879557,1.0,1.0,1.0,2504.063895047535,2366.5045388227845,2642.706395809488
33836,112.87101857298023,1.0,945.2660193167501,1.0,1.0,1.0,2504.0471254833096,2366.494992588534,2642.6823460386745
33886,95.5273663276273,1.0,824.0783643752551,1.0,1.0,1.0,2504.030449413193,2366.4776240139136,2642.6663679258522
